Class,OCavg,OCmax,WMC
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.MailboxACLUpdated,1,1,2
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.MailboxDeletion,1,1,4
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.MailboxRenamed,1,1,2
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f645380d3d6800b578370ee.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.Added,1,1,3
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.Expunged,1,1,3
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.FlagsUpdated,1,1,3
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.MailboxACLUpdated,1,1,2
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.MailboxDeletion,1,1,4
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f645381d3d6800b5783711d.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.Added,1,1,3
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.Expunged,1,1,3
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.FlagsUpdated,1,1,3
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.MailboxACLUpdated,1,1,2
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.MailboxDeletion,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f645398d3d6800b57837316.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.Added,1,1,3
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.Expunged,1,1,3
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.FlagsUpdated,1,1,3
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.MailboxACLUpdated,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.MailboxDeletion,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453a1d3d6800b578373f1.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.Added,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.Expunged,1,1,3
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.FlagsUpdated,1,1,3
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.MailboxACLUpdated,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.MailboxDeletion,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453a2d3d6800b57837411.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f6453a4d3d6800b5783742d,1,1,8
org.apache.james.mailbox.jamesproject_old_5f6453a4d3d6800b5783742d.Builder,1,1,7
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.Added,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.Expunged,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.FlagsUpdated,1,1,3
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.MailboxACLUpdated,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.MailboxDeletion,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453a6d3d6800b5783746c.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.Added,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.Expunged,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.FlagsUpdated,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.MailboxACLUpdated,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.MailboxDeletion,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453aad3d6800b578374cd.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.Added,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.Expunged,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.FlagsUpdated,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.MailboxACLUpdated,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.MailboxAdded,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.MailboxDeletion,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.MailboxRenamed,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6453bad3d6800b5783765e.QuotaUsageUpdatedEvent,1.11,2,10
org.apache.james.mailbox.jamesproject_old_5f6453f7d3d6800b57837c09.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453f7d3d6800b57837c09.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6453f7d3d6800b57837c09.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64568cd3d6800b5783b96c,1.27,2,14
org.apache.james.mailbox.jamesproject_old_5f645701d3d6800b5783c56b.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645701d3d6800b5783c56b.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645701d3d6800b5783c56b.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645898d3d6800b5783ecde.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645898d3d6800b5783ecde.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458b0d3d6800b5783ef11.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458b0d3d6800b5783ef11.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458b0d3d6800b5783ef11.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458bad3d6800b5783efff.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458bad3d6800b5783efff.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458bad3d6800b5783efff.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458bcd3d6800b5783f02c.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458bcd3d6800b5783f02c.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458bcd3d6800b5783f02c.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458d8d3d6800b5783f2da.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458d8d3d6800b5783f2da.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458d8d3d6800b5783f2da.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458dfd3d6800b5783f38b.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458dfd3d6800b5783f38b.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458dfd3d6800b5783f38b.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458f3d3d6800b5783f545.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458f3d3d6800b5783f545.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6458f3d3d6800b5783f545.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645939d3d6800b5783fc02.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645939d3d6800b5783fc02.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645939d3d6800b5783fc02.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6459e8d3d6800b57840d18.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6459e8d3d6800b57840d18.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6459e8d3d6800b57840d18.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645a06d3d6800b57841005.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645a06d3d6800b57841005.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645a06d3d6800b57841005.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c16d3d6800b5784436b.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c16d3d6800b5784436b.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c16d3d6800b5784436b.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c1cd3d6800b578443f1.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c1cd3d6800b578443f1.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c1cd3d6800b578443f1.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c22d3d6800b5784449f.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c22d3d6800b5784449f.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c22d3d6800b5784449f.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c6fd3d6800b57844c3c.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c6fd3d6800b57844c3c.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c6fd3d6800b57844c3c.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c72d3d6800b57844c82.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c72d3d6800b57844c82.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c72d3d6800b57844c82.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c87d3d6800b57844ea0.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c87d3d6800b57844ea0.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f645c87d3d6800b57844ea0.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.Added,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.Expunged,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.FlagsUpdated,1,1,3
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.MailboxACLUpdated,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.MailboxDeletion,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f64606bd3d6800b5784b5f8.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.Added,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.Expunged,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.FlagsUpdated,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.MailboxACLUpdated,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.MailboxAdded,1.33,2,4
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.MailboxDeletion,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.MailboxEvent,1,1,5
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.MailboxRenamed,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f64606cd3d6800b5784b623.QuotaUsageUpdatedEvent,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f64607cd3d6800b5784b7c2.EventId,1.12,2,9
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.Added,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.Expunged,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.FlagsUpdated,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.MailboxACLUpdated,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.MailboxAdded,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.MailboxDeletion,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.MailboxEvent,1,1,6
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.MailboxRenamed,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f646094d3d6800b5784ba8c.QuotaUsageUpdatedEvent,1.1,2,11
org.apache.james.mailbox.jamesproject_old_5f646099d3d6800b5784bb1d.MailboxCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f646099d3d6800b5784bb1d.MessageCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f646099d3d6800b5784bb1d.SearchCapabilities,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.Added,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.Expunged,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.FlagsUpdated,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.ListenerType,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.MailboxACLUpdated,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.MailboxAdded,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.MailboxDeletion,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.MailboxEvent,1,1,6
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.MailboxRenamed,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f64609cd3d6800b5784bb71.QuotaUsageUpdatedEvent,1.1,2,11
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.Added,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.Expunged,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.FlagsUpdated,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.MailboxACLUpdated,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.MailboxAdded,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.MailboxDeletion,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.MailboxEvent,1,1,6
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.MailboxRenamed,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6460a7d3d6800b5784bc9b.QuotaUsageUpdatedEvent,1.1,2,11
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.Added,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.ExecutionMode,n/a,n/a,0
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.Expunged,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.FlagsUpdated,1.17,2,7
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.MailboxACLUpdated,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.MailboxAdded,1.25,2,5
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.MailboxDeletion,1.14,2,8
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.MailboxEvent,1,1,6
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.MailboxRenamed,1.2,2,6
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.MessageEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.MetaDataHoldingEvent,1,1,1
org.apache.james.mailbox.jamesproject_old_5f6460add3d6800b5784bd30.QuotaUsageUpdatedEvent,1.1,2,11
org.apache.james.mailbox.jcr.jamesproject_new_5f6443afd3d6800b5781fe98,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f6443f3d3d6800b578204e6,1,1,2
org.apache.james.mailbox.jcr.jamesproject_new_5f644446d3d6800b57820bfb,1,1,1
org.apache.james.mailbox.jcr.jamesproject_new_5f644609d3d6800b57823183,1,1,1
org.apache.james.mailbox.jcr.jamesproject_new_5f644633d3d6800b5782350e,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f6447bcd3d6800b57825641,1,1,5
org.apache.james.mailbox.jcr.jamesproject_new_5f644982d3d6800b57827f5f,1,1,5
org.apache.james.mailbox.jcr.jamesproject_new_5f6456b1d3d6800b5783bd24,1,1,5
org.apache.james.mailbox.jcr.jamesproject_new_5f645711d3d6800b5783c709,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f645835d3d6800b5783e3be,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f645859d3d6800b5783e719,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f645a4dd3d6800b578416e8,1,1,5
org.apache.james.mailbox.jcr.jamesproject_new_5f645ad4d3d6800b578423c2,1,1,5
org.apache.james.mailbox.jcr.jamesproject_new_5f645b70d3d6800b57843320,1,1,5
org.apache.james.mailbox.jcr.jamesproject_new_5f645c7dd3d6800b57844d8d,1,1,5
org.apache.james.mailbox.jcr.jamesproject_new_5f645c86d3d6800b57844e7d,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f645c88d3d6800b57844eb2,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f645f71d3d6800b57849af6,1,1,4
org.apache.james.mailbox.jcr.jamesproject_new_5f646017d3d6800b5784acd5,1,1,4
org.apache.james.mailbox.jcr.jamesproject_old_5f644609d3d6800b57823183,1,1,1
org.apache.james.mailbox.jcr.jamesproject_old_5f644633d3d6800b5782350e,1,1,4
org.apache.james.mailbox.jcr.jamesproject_old_5f6447bcd3d6800b57825641,1,1,5
org.apache.james.mailbox.jcr.jamesproject_old_5f644982d3d6800b57827f5f,1,1,5
org.apache.james.mailbox.jcr.jamesproject_old_5f6452fbd3d6800b578364d9,1,1,1
org.apache.james.mailbox.jcr.jamesproject_old_5f6452fcd3d6800b578364f3,1,1,4
org.apache.james.mailbox.jcr.jamesproject_old_5f6452fdd3d6800b57836507,1,1,2
org.apache.james.mailbox.jcr.jamesproject_old_5f6456b1d3d6800b5783bd24,1,1,4
org.apache.james.mailbox.jcr.jamesproject_old_5f645711d3d6800b5783c709,1,1,4
org.apache.james.mailbox.jcr.jamesproject_old_5f645835d3d6800b5783e3be,1,1,4
org.apache.james.mailbox.jcr.jamesproject_old_5f645859d3d6800b5783e719,1,1,4
